Project Id;Project Description
171;"La Universidad de los Pacientes es una universidad específica y monográfica dedicada a pacientes, familiares, cuidadores, voluntarios y ciudadanos en general, interesados en temas de salud y sanidad.
La Universidad de los Pacientes quiere contribuir en la promoción de la igualdad de oportunidades en la educación y el acceso a una asistencia de calidad por parte de los pacientes y los usuarios de los servicios de salud.
Esta institución tiene como objetivo general participar en la promoción de la modernización y la mejora de la calidad de la atención sanitaria mediante el desarrollo de actividades de información, formación e investigación.
"
172;
173;"AluCIENCIAnante es una iniciativa destinado a acercar la Ciencia (Exactas, Naturales y Tecnológicas) a la población en general, y muy especialmente a los niños.
Desde su creación, AluCIENCIAnante ha desarrollado actividades para centros educativos, Ferias, entornos naturales, organizaciones no gubernamentales, empresas privadas, organismos oficiales y particulares, llevando la Ciencia y la Cultura Científica a miles de personas a través de acciones lúdico-educativas con impacto social, fusionando el método científico con otras disciplinas culturales y sociales.
El objetivo de todas estas actuaciones es estimular el gusto por el saber científico e incentivar la participación ciudadana en cuestiones científicas, desde el convencimiento de que un conocimiento científico adecuado es la base para que la ciudadanía pueda opinar y ejercer su derecho de participación a la hora de tomar decisiones que le afectan, ya que la ciencia rige todos los ámbitos de la vida cotidiana.
En definitiva, conseguir una sociedad más formada, informada, cívica y democrática gracias a la Cultura Científica.
"
174;"Mapeado Colaborativo es un grupo de investigación/acción para la innovación ciudadana y la canalización de la inteligencia colectiva nacida en 2016.
Su fin es la creación de mapas colaborativos al servicio de la ciudadanía, a través de la concienciación sobre la importancia de la información geográfica en nuestro día a día y la promoción de herramientas y conocimientos para que colectivos y personas tengan la capacidad de realizar procesos de generación de información geográfica voluntaria y participativa.
"
175;"Primera estación de Control de Praderas de Posidonia de gestión exclusivamente municipal.
Los datos obtenidos siguen la metodología del programa Posimed y son remitidos a la Junta de Andalucía. Además Aquatours Almería participa anualmente en el programa Posimed y ha desarrollado en 2010/2011 un programa de censo de Pinna nobilis.
Desgraciadamente, de las más de 75 nacras marcadas, ninguna ha sobrevivido a la enfermedad que las ha afectado el año pasado.
También somos Observatorio Centinela de la Plataforma Observadores del Mar, llevando los controles de fauna y flora para los 12 proyectos científicos que lleva adelante esta Plataforma, en nuestra zona, damos cursos de formación como Observadores del Mar.
Por último hemos diseñado tres especialidades de buceo, exclusivas de nuestro centro de buceo y con certificación internacional cuyo objetivo es dotar a los participantes de técnicas subacuáticas específicas para participar en programas de Ciencia Ciudadana que requieras de actividades submarinas.
Estsa especialidades con certificación PADI, son Posidonia Diver, Underwater Research Assistant nivel I y nivel II.
"
176;"«Es un proyecto de ciencia ciudadana, sin ánimo de lucro sobre los hallazgos obtenidos y financiado mediante crowdsourcing, por lo tanto, combina el carácter educativo y social. A través de SWI, desde la comunidad científica queremos involucrar a toda la sociedad, y especialmente a los más jóvenes, en esta prioridad de Salud Global para la OMS que es el descubrimiento de nuevos antibióticos”.
"
177;
178;"Investigadora que hace uso de ciencia ciudadana
"
179;"La AEET es una Sociedad Científica constituida con la finalidad de fomentar la investigación ecológica y con objetivos como el clarificar y comunicar la ciencia de la Ecología y el promover la aplicación responsable de sus conocimientos a asuntos de interés público y carácter medioambiental, desarrollando un papel de conexión entre ciencia y sociedad.
"
180;"Proyectos de promoción y popularización de la ciencia.
"
181;"Queremos vivir en un mundo en el que cada niña y niño tenga la oportunidad de convertirse en un agente de cambio para producir cambios positivos en su entorno.
Con la participación en proyectos de ciencia ciudadana trabajamos las competencias del siglo XXI: capacidad de colaborar, de innovar, de aprender constantemente, de resolver problemas, de comunicarse efectivamente…
"
182;"RiuNet es una herramienta educativa interactiva que te guiará en el diagnóstico del estado hidrológico y la calidad ecológica de un ecosistema fluvial.
Al mismo tiempo, proporcionarás datos científicos a los investigadores del Grupo de Investigación FEM del Departamento de Biología Evolutiva, Ecología y Ciencias Ambientales de la UB.
"
183;"Los CEA (Congreso Estatal de Astronomía) reúnen a los astrónomos aficionados de España y están respaldados por la Federación de Asociaciones Astronómicas de España (FAAE), por la Sociedad Española de Astronomía (SEA), por la Unión Astronómica Internacional (IAU) y por múltiples asociaciones e instituciones tanto vocacionales implicadas en diferentes áreas del espectro de la Astronomía incluida la divulgación, como profesionales de la investigación y académicas.
Estos congresos se desarrollan bajo la tutela de un Comité Científico que representa de manera sólida a dichos colectivos.
"
184;"Descubre, Fundación Andaluza para la Divulgación de la Innovación y el Conocimiento es una fundación privada sin ánimo de lucro, promovida por la Consejería de Economía y Conocimiento de la Junta de Andalucía.
Entre sus proyectos se encuentra ‘Andalucía Mejor con Ciencia’ un programa de Ciencia Ciudadana de la Fundación Descubre para el desarrollo de proyectos en comunidad para la mejora del entorno a través de la ciencia y la innovación, con la colaboración de la Fundación Española para la Ciencia y la Tecnología – Ministerio de Economía y Competitividad y la Consejería de Economía y Conocimiento de la Junta de Andalucía.
El Programa está dirigido a localidades de la comunidad autónoma andaluza que estén interesadas en desarrollar proyectos de mejora de su entorno cercano a través de la ciencia y la innovación.
"
185;"Análisis de la ciencia ciudadana en relación a las aportaciones de la competencia científica a una ciudadanía expandida.
Relación de la ciencia ciudadana con el ámbito STEM.
"
186;"Punto de encuentro en Salamanca de la comunidad universitaria y de la sociedad con los nuevos procesos de trabajo y aprendizaje, desde las tecnologías digitales, el trabajo colaborativo, interdisciplinar y en el aprendizaje práctico.
"
187;"Proyecto de investigación ciudadana para la prevención de la obesidad, realizado por el Grupo de Investigación de Epidemiología Social y Cardiovascular de la Universidad de Alcalá y el Centro Madrid Salud de Villaverde del Ayuntamiento de Madrid.
"
188;"La Oficina de Ciencia Ciudadana agrupa más de 15 proyectos activos en la ciudad de diversas procedencias y disciplinas.
Construye un espacio común y de confianza que facilita el aprendizaje mutuo y la colaboración entre grupos de investigación, ciudadanía y Ayuntamiento.
Organiza actividades en la ciudad para promover la ciencia ciudadana tanto por la propia comunidad (Día de la Ciencia Ciudadana) como para la ciudadanía en general (Ciencia Ciudadana en los Barrios y el Festival de Ciencia). Busca finalmente alinear las políticas de ciudad con las diversos proyectos de ciencia ciudadana.
"
189;"La competición está promovida y desarrollada por la fundación Moto Engineering Foundation (MEF). Dicha fundación fomenta el desarrollo tecnológico en el sector del motociclismo en líneas de investigación, ensayos técnicos y formación.
En el concurso Motostudent también colaboran importantes empresas del sector cediendo un kit de elementos básicos, común a todos los equipos, para la fabricación y diseño del prototipo.
La competición consta de dos fases. La primera, MS1, comprende el proyecto de innovación y el proyecto industrial. La segunda, MS2, reúne todo lo relacionado con el prototipo: verificaciones técnicas y dinámicas, pruebas de aceleración, frenada y gymkana, así como un fin de semana completo de competición con entrenamientos libres y clasificatorios y finalmente una carrera entre los prototipos.
"
190;"AEMET, la Agencia Estatal de Meteorología, es la entidad civil idónea para impulsar desde su ámbito el fomento de la educación y la ciencia ciudadana con una nueva línea estratégica como meta ante el reto de la investigación y la innovación responsable del H2020 de la Unión Europea.
El Departamento de Producción impulsa esta iniciativa de clara vocación científica, educativa y social, definiendo el Proyecto miniMET, que es necesariamente transversal, con el asesoramiento y apoyo de áreas de la Agencia como Redes de Observación, Explotación y Gestión de Datos, Climatología, Formación, Innovación, Calidad, Comunicación y Relaciones Institucionales, entre otras.
Finalmente AEMET, y por ende la sociedad a la que sirve, se beneficiarán de estos datos de retorno, una extensa y homogénea capa de mediciones del aire en todo el territorio, contrastables y extrapolables con las medidas oficiales de sus EMAs, estaciones meteorológicas automáticas, aportando una valiosa información añadida en su misión de “contribuir a la seguridad de personas y bienes, y al bienestar y desarrollo sostenible de la sociedad española”.
"
191;"Sociedad para el estudio de hongos y setas con un triple objetivo: científico, de divulgación e información, y de servicio a la comunidad, mediante relaciones de colaboración con distintas entidades científicas y culturales.
"
192;"Primer repositorio mundial de acceso abierto cuyo objetivo es mostrar, compartir y almacenar el impacto social de los resultados de investigación, dando respuesta a la demanda creciente de la sociedad. Coordinado por U. de Barcelona.
"
193;"La Aventura de Aprender es un espacio de encuentro e intercambio en torno a los aprendizajes para descubrir qué prácticas, atmósferas, espacios y agentes hacen funcionar las comunidades; sus porqués y sus cómos o en otras palabras, sus anhelos y protocolos.
"
194;"Proyecto promovido por Ayuntamiento de Zaragoza y Etopia (centro de arte y tecnología) para la financiación de iniciativas relacionadas con energía, movilidad, medio ambiente, tecnología, nuevos modelos de aprendizaje y cultura digital.
"
195;"Hirikilabs es un laboratorio de cultura digital y tecnología que trabaja en torno al uso social, crítico, creativo y colaborativo de las tecnologías. Como espacio de experimentación y prototipado propone actividades que relacionan el mundo digital, la creación en colaboración y la iniciativa ciudadana y lo hace en el contexto de un centro internacional de producción de cultura contemporánea como Tabakalera.
"
196;"La Fundación Enrique Montoliu –FUNDEM– es una entidad privada sin ánimo de lucro dedicada a la conservación de la fauna y flora mediterránea creada en 1996. Sus principales líneas de actuación son dos, y ambas tienen por objeto conservar nuestro medio natural de manera sostenible, así como sensibilizar e implicar a la ciudadanía en la conservaciónn del patrimonio natural. • Difusión y fomento del uso de especies autóctonas en jardinería, de interés especial desde el punto de vista ecológico y de la conservación de la naturaleza. • Gestión responsable del territorio. Compra y custodia de terrenos de alto interés ecológico para su conservación integral. Fundem posee un jardín demostrativo en el término municipal de Pedreguer, Alicante: el Jardín Mediterráneo de l’Albarda, creado en 1990. Con una superficie de 50.000 m2, cuenta con más de 700 especies de plantas autóctonas, algunas de ellas endémicas. Un jardín que muestra la gran diversidad de nuestra flora, que destaca por su belleza en cada una de las estaciones, y que está gestionado con los más estrictos criterios de sostenibilidad. Además de su gran biodiversidad botánica, l’Albarda recrea la imagen de los antiguos jardines renacentistas valencianos, influenciados por la cultura árabe. Estas características han hecho que el jardín esté reconocido por la Universitat Politècnica de València y galardonado con el premio Magister de Paisajismo en el año 2002. Un modelo de referencia en el mundo de la jardinería mediterránea en lo que respecta a la implantación o restauración de jardines, sean públicos o privados, con el fin de preservar nuestro paisaje. Fundem es miembro de la Asociación de Fundaciones de Conservación de la Naturaleza, una organización de la que formamos parte 16 entidades y entre cuyos objetivos está la colaboración para lograr una mayor eficacia en las actividades de conservación y defender la participación de la sociedad civil en la formulación, seguimiento y ejecución de las estrategias y las medidas de conservación.
"
197;"Iniciativa promovida por la Secretaría del Programa MaB (Hombre y Biosfera) en España del Organismo Autónomo de Parques Nacionales. El «Programa de seguimiento fenológico de la Red Española de Reservas de la Biosfera» consiste en realizar un seguimiento continuado de especies comunes de fauna y flora en las reservas de la biosfera, con el fin de analizar cambios a largo plazo (adelantos o retrasos) de las fechas en las que tienen lugar los diferentes hechos biológicos que caracterizan a las especies estudiadas: migraciones, floraciones, reproducción, etc.
"
198;"NASAPP es un sistema de gestión de contaminación odorífera, creado en el año 2013, en el Centro Tecnológico de la Química de Cataluña.
"
199;"Somos una asociación educativa para gente joven, formada por padres y colegios voluntarios. A través del diseño, construcción y competición de coches eléctricos hacemos que los chavales aprendan de gestión en equipo, gestión de proyectos, gestión financiera, creatividad, diseño, …
"
200;"El Club Universitario de Buceo Granada tiene varias vertientes de trabajo dentro del mundo de la ciencia ciudadana. Servimos como medio para un fin, apoyando con nuestros recursos y voluntarios a los proyectos científicos que necesiten buceadores certificados con formación científica para el estudio, in situ, de ciertos parámetros de estudio.
"
201;
202;"El festival Pint of Science tiene como objetivo ofrecer charlas interesantes, divertidas, importantes, sobre las últimas investigaciones científicas, en un formato accesible al público. ¡Y todo ello en un bar! Queremos ofrecer una plataforma que permita a la gente discutir la investigación con las personas que la llevan a cabo. Se trata de una organización sin fines de lucro, dirigida por voluntarios, y que fue creada por una comunidad de investigadores de postgrado y postdoctorales en 2012. El festival se celebra anualmente durante tres días simultáneamente en bares de todo el mundo.
"
203;"International NASA Space Apps es un evento internacional organizado por la NASA en el cual se resuelven los grandes retos a los que se va a enfrentar la sociedad en los próximos años.
"
204;"Somos una empresa de Ecoturismo dirigida y gestionada por biólogos especializados, que diseña y desarrolla diversos tipos de actividades basadas en la interpretación de la Naturaleza y en la observación de la fauna y flora. Con el objeto de ofrecer un servicio ecoturístico de calidad, realizamos diversas labores de investigación científica en los que hacemos partícipes a nuestros clientes.
"
205;"El objetivo principal de la Unidad de Investigación en Cultura Científica del CIEMAT es analizar empíricamente la relación de la sociedad con la ciencia. Esta relación es compleja porque en ella intervienen multitud de elementos. Nosotros pensamos que parte de la complejidad de la relación entre la ciencia y la sociedad viene dada por el hecho de que es el resultado de la interacción de tres esferas: la esfera política, la esfera ciudadana y la esfera científica. En nuestra Unidad estamos reivindicando la necesidad de abordar la investigación sobre este tema desde la esfera científica y, por tanto, atendiendo a criterios científicos. Teniendo todo esto en cuenta, consideramos que es fundamental sustentar nuestra investigación en la participación en ella de personas interesadas por la ciencia. Igual que quien investiga la estructura de las proteínas se centra en una de ellas y la analiza a fondo, o del mismo modo en que la neuropsicología ha basado su investigación en grupos de pacientes que tenían algún tipo de trastorno neuronal específico, nosotros consideramos que debemos obtener datos de personas con un perfil específico. Entre otras cosas, porque cada vez está más claro que en la población en general hay muchos perfiles en relación con la imagen de la ciencia.  Se trata de una ciencia “de letras”, por decirlo de alguna manera, porque nuestras herramientas de investigación son los cuestionarios y no los telescopios, por poner un ejemplo. Pero es ciencia al fin y al cabo. Y aquí, obviamente, es donde surge nuestro interés por la ciencia ciudadana.
"
206;"Durante el verano del año 2013, un equipo formado por dos personas, se propuso acometer a modo particular con los recursos económicos y temporales disponibles, el quimérico objetivo de prospectar 67.340 Ha. para tratar de estimar los grupos reproductores de lobo ibérico (Canis lupus signatus) existentes dentro del espacio perteneciente a la Reserva Regional de Caza “Sierra de la Culebra” (RRCSC), Zamora. Se recorrieron a pie un total de 77 transectos lo que hizo un total de 213,8 Km prospectados. Comparativamente con el censo oficial de CyL, y tomando como referencia un esfuerzo mínimo censal de 20 Km de rastreo a pie por cuadrícula de 100 Km2, en nuestro estudio se prospectaron 25,92 Km de media por cada 100 Km2, lo que supuso un aumento del esfuerzo de muestreo de un 29,6%. La distribución espacial de los transectos con mayores valores de IKA, combinada con las estaciones de escucha y espera, sugiere la existencia de un total de 5 grupos. A tenor de nuestros resultados, la población en la RRCSC se encuentra en unos niveles poblacionales inferiores a los estimados hace más de una década en los que se cuantificaron 6-7 grupos familiares.
"
207;"Amigos de la Tierra es una asociación ecologista sin ánimo de lucro con la misión de fomentar un cambio local y global hacia una sociedad respetuosa con el medio ambiente, justa y solidaria. Trabaja de lo local a lo global. Los grupos locales participan activamente en campañas para involucrar a la ciudadanía y dar a conocer las alternativas con las que se cuenta. Además, la asociación forma parte de Amigos de la Tierra Internacional, uno de los movimientos más fuertes del ecologismo social, que reclama justicia medioambiental, económica, social y climática, codo con codo con movimientos sociales y campesinos. A nivel europeo se coordinan con el resto de grupos de Amigos de la Tierra Europa; como parte de la federación buscan incidir en las políticas europeas ejerciendo presión sobre los eurodiputados y presentándoles alternativas. Para ello desde Amigos de la Tierra se trabaja en varias áreas de acción redactando informes y promoviendo actuaciones concretas sobre Agricultura y alimentación, Clima y energía, Recursos naturales y residuos, Justicia económica y Cooperación.
"
208;"FFPaciente es una plataforma virtual puesta en marcha por la Asociación de enfermería comunitaria. En ella entienden que un paciente activo es aquel que se informa sobre su enfermedad, se responsabiliza de su cuidado y colabora con los profesionales sanitarios. Un paciente activo sabe cómo manejar su enfermedad y prevenir el deterioro de su salud. La iniciativa FFpaciente nace para facilitar la interacción entre pacientes activos y de estos con los profesionales de la salud / enfermeros/as. También, pretende simplificar el acceso a la información de salud acreditada en Internet. A través del listado en Twitter sobre las iniciativas de los pacientes la plataforma favorece la comunicación entre personas e historias de salud. La plataforma contiene el Blog del Paciente donde se incluye un directorio categorizado de artículos con historias o entrevistas de pacientes, iniciativas de pacientes (enlaces a blogs y perfiles sociales de iniciativas de pacientes activos en la red) y asociaciones de pacientes. También se incluye una relación de Escuelas de Pacientes y un apartado, Appaciente, donde se da a conocer y fomenta el uso de apps de salud a través de experiencias personales de pacientes que las usan diariamente.
"
209;"Todo por la praxis se articula como un laboratorio de proyectos estéticos de resistencia cultural, un laboratorio que desarrolla herramientas con el objetivo último de generar un catálogo de herramientas de acción directa y socialmente efectivas. El colectivo se conforma por un equipo de carácter multidisciplinar que desarrolla parte de su trabajo en la construcción colaborativa de dispositivos micro-arquitectónicos o micro-urbanísticos que permitan la reconquista del espacio público y su uso colectivo. A su vez el colectivo trabaja en la generación de dispositivos que respondan a nuevos modelos de gobernanza, así como en el desarrollo de procesos de transformación urbana participativa. La principal metodología de trabajo son los talleres de construcción colectiva, donde se genera un entorno de aprendizaje colaborativo, de participación directa que implica una responsabilidad en todas las fases del proyecto (ideación, construcción y activación) fomentando así la apropiación y el empoderamiento ciudadano. El objetivo principal es producir instrumentos o prototipos replicables y a disposición de la comunidad de usuarios para la reconquista de su derecho a la ciudad apostando por una arquitectura de código abierto. Además de los prototipos, instalaciones, infraestructuras también llevan a cabo talleres, exposiciones, publicaciones y recursos distribuidos en código abierto.
"
210;"Basurama es un colectivo dedicado a la investigación, creación y producción cultural y medioambiental. Desde su creación en 2001 ha centrado su área de estudio y actuación en los procesos productivos, la generación de desechos que éstos implican y las posibilidades creativas que suscitan estas coyunturas contemporáneas. Su compromiso es estudiar fenómenos inherentes a la producción masiva de basura real y virtual en la sociedad de consumo aportando nuevas visiones que actúen como generadores de pensamiento y actitud. Para ello Basurama se ha propuesto rastrear los residuos allí donde estén repensando la misma idea de residuos buscándolos allí donde no es tan obvio hallarlos, estudiando la basura en todos sus formatos. Conformado como un espacio de encuentro pluridisciplinar en Basurama además de las artes visuales caben todo tipo de actividades tales como talleres, ponencias, conciertos, proyecciones y publicaciones. También pretende establecer una plataforma para que entren en contacto y trabajen juntos agentes del entramado social de distinta procedencia, considerándose también como un nodo creativo- espacio de encuentro.
"
211;"El Voluntariado Nacional para el Censo del Lobo Ibérico es un proyecto de ciencia pública orientado a la formación de voluntarios para el censo y la evaluación del estado de conservación del lobo ibérico. Es un proyecto a medio y largo plazo en el que la actividad actual se centra en el conocimiento de la metodología y en la obtención de experiencia de campo para la realización de observaciones y evaluación de los indicios. Con este proyecto, aportaremos información sobre dinámica de poblaciones, área de distribución y estado del hábitat que son datos necesarios para la vigilancia de su estado de conservación. Ésta es una obligación de los Estados miembros de la Unión Europea por haber sido declarado el lobo ibérico como “especie de interés comunitario”. Con los datos obtenidos, se diseñarán medidas para la conservación y la restauración del hábitat del lobo que es un requerimiento indispensable para la viabilidad de sus poblaciones a largo plazo.
"
212;"CONECT-e (CONocimiento ECológico Tradicional) es una plataforma interactiva de recogida y transmisión de conocimientos tradicionales relativos a plantas, animales, hongos, variedades tradicionales de cultivos o ecosistemas. Esta plataforma aspira no sólo a ser un lugar de consulta, sino también un espacio de encuentro e intercambio. La plataforma CONECT-e presenta un formato wiki, con el objetivo de que cualquier persona pueda registrarse y compartir a través de la web los conocimientos y prácticas tradicionales que han adquirido de sus mayores hablando con ellos o viendo cómo los aplicaban en el día a día. Esto responde a nuestra principal misión: conservar y difundir el conocimiento ecológico tradicional.
"
213;"La Falla Immaterial es un proyecto de ciencia ciudadana que nace en el marco de la declaración de Las Fallas como Patrimonio Cultural Immaterial de la Humanidad y tiene una visión de la fiesta universal e internacional. La iniciativa junta la tradición fallera, las redes sociales y los datos masivos para construir, de manera colaborativa, la primera falla de la historia hecha por una inteligencia artificial. De esta manera, la Falla Immaterial nos hace tomar consciencia del papel que juegan las nuevas tecnologías y el análisis de datos en acontecimientos de carácter masivo, así como la imagen que proyectamos a través de nuestra presencia en las redes sociales.
Somos un grupo de informáticos, físicos, matemáticos y diseñadores con una vocación por transferir la ingeniería a la sociedad y con un confianza desmesurada en la ciencia de datos.
"
214;"Proyecto «El Otro Delta«: Promovemos la participación de la sociedad en conocer y poner en valor la biodiversidad del Delta del Llobregat olvidado por la Administración, que se quedó fuera de la reservas por criterios urbanísticos, y no científicos (2500 Ha frente a las 1000 protegidas). Las personas pueden compartir sus observaciones de fauna y flora por las redes sociales, sólo tienen que usar el Hashtag #lAltreDelta.
"
215;"Con este proyecto se pretende adaptar el “Edublog Enfermería” ampliando su uso en el área de Enfermería en Salud Sexual y Reproductiva de dos universidades, la facultad de Enfermería de Valladolid y la Escuela de Enfermería y Obstetricia de la Universidad Autónoma de México. Se parte de un proyecto anterior de uso del blog al que se enlazarán las redes sociales, incorporando Twitter y Facebook en el proceso de enseñanza-aprendizaje. La inteligencia colectiva, la interacción y el trabajo colaborativo en red serán palpables, permitirá generar conocimiento sobre el uso de las herramientas de la Web 2.0, valorar la diversidad, conocer puntos de vista distintos, elevar el capital cultural, mejorar las competencias digitales, incrementar la autonomía y construcción de redes. En un mundo globalizado es necesaria la internacionalización en la formación de los estudiantes de enfermería para formar a profesionales competitivos y lograr en los educandos el dominio de la disciplina y la aplicación de la tecnología al mundo sanitario.
"
216;"En 2011 se creó La Red de Huertos Urbanos Comunitarios de Madrid gracias a la participación de colectivos que se dedican a la agricultura en distintos espacios de la ciudad. La creación de la Red surgió para visibilizar la agricultura urbana madrileña, para dar respuesta a las necesidades de las huertas urbanas de recibir apoyo mutuo y compartir conocimientos, experiencias, insumos, herramientas, etc. Se trata de crear un punto de encuentro y comunicación para los colectivos que se dediquen a la agricultura urbana y sean ecológicos y comunitarios. Además de facilitar la comunicación entre ellos y con la administración pública, la Red de Huertos facilita la comunicación con el conjunto de la sociedad, haciendo más fácil la tarea de darse a conocer, la organización de actividades o la difusión de la Agricultura Ecológica, Urbana, la alimentación natural y la agricultura de proximidad. Para ello desde su blog se divulga las fichas informativas de los huertos de la red, sus actividades, recursos (manuales, documentos y más), información sobre aquellos talleres gratuitos que guarden relación con la agroecología y noticias relacionadas con colectivos afines.
"
217;"Cultural Resuena es una revista digital con una idea muy inclusiva de la cultura. Para nosotros se incluye en esa palabra tanto disciplinas artísticas como científicas y nuestro objetivo es acercar el mundo científico a aquellas personas afines al mundo cultural mediante nuestro proyecto ReCiencia. Este objetivo parte de un diagnóstico hecho por algunos miembros del equipo especializados en la ciencia (Doctores, doctorandos y docentes de ciencia, según el cual se observa un recelo existente entre dos mundos: aquel de las «letras» y el de los «números». Nuestra iniciativa es favorecer el encuentro entre estos dos mundos mediante artículos de divulgación que expliquen fenómenos científicos básicos y, futuramente, la participación en problemas y códigos a descifrar.
"
218;"El Fablab Sevilla pertenece a la red mundial de fablabs desde 2011. Pretende ser un espacio donde la Universidad pueda ofrecer posibilidades transversales que permiten que cualquier estudiante o persona con ganas de realizar un proyecto lo lleve a cabo.
"
219;"Se trata de una plataforma de proyectos científicos, que recopila observaciones y experiencia de ciudadanos sobre fenómenos que ocurren en el mar, para hacer investigación marina. Se recogen datos sobre la distribución y abundancia de especies marinas comunes, aparición de especies marinas, ‘raras’ o invasoras, o presencia de efectos sobre el ecosistema (mortalidades de organismos, contaminación superficial y del fondo). Los datos son utilizados en los proyectos de investigación para comprender mejor los efectos que el calentamiento global, la contaminación, los cambios de biodiversidad, las invasiones de especies exóticas y la sobrepesca están teniendo sobre el mar.
La plataforma web, cuenta con la participación de expertos de diferentes centros de investigación nacionales e internacionales que validan y comentan las observaciones recibidas. La web se convierte así en un punto de encuentro entre ciudadanos y científicos, que tiene como objetivo crear nuevo conocimiento de forma conjunta. Para profundizar en la colaboración, se organizan jornadas de formación y de divulgación para público general y escuelas. Si te gusta el mar, buceas, navegas, pescas, haces deportes acuáticos tanto de forma profesional como aficionado, o vas a la playa, puedes colaborar con 14 proyectos de esta plataforma de #cienciaciudadana
"
220;"Desde el Centro de Investigación y Tecnología Agroalimentaria (CITA) se está llevando a cabo una investigación con el objetivo de estudiar las preferencias de los consumidores respecto a diferentes informaciones nutricionales y de salud en los yogures. A lo largo del mes de noviembre 2016 pasaron 100 voluntarios para realizar el experimento del que ahora se están extrayendo las conclusiones. La gestión de los voluntarios corrió a cargo de la Fundación Ibercivis.
"
221;"Las plantas son, a través de sus hojas directamente en contacto con el aire, estaciones de monitorización de la contaminación ambiental. A lo largo del tiempo se acumulan en sus hojas partículas que están presentes en el aire. Aplicando técnicas biomagnéticas podemos identificar qué compuestos están en las hojas y por tanto en el aire. Y haciendo un estudio agregado estudiar la concentración de contaminantes en el aire de Zaragoza. Estudios previos ya han demostrado que la concentración de contaminantes se correlaciona fuertemente con el volumen de tráfico y con otros agentes como trenes o tranvías. Vigilantes del Cierzo es un proyecto que replica en Zaragoza el proyecto Airbezen de la Universidad de Amberes fruto de la colaboración entre el profesor Samson Roeland y la Fundación Ibercivis.
"
222;"OdourCollect es la aplicación para reportar sus quejas de olor. Usa el poder de tu nariz: ¡Olor y comparte! ¿Alguna vez ha experimentado molestias al olor en su casa o en su lugar de trabajo? ¿Sabes dónde presentar una queja? La exposición frecuente a olores molestos puede causar dolor de cabeza, estrés o falta de concentración, reduciendo así su calidad de vida. Aunque las quejas de olor son uno de los principales problemas medioambientales en la UE, no hay legislación específica para controlar el problema, ¡lo que significa que los ciudadanos están indefensos! OdourCollect proporciona una herramienta para capacitar a los ciudadanos, que sufren de molestias olorosas regulares, para reportar la incidencia al mundo. Los mapas de olores se construyen basados ??en informes de olores generados por las muchedumbres para calcular frecuencias y niveles de molestias. Simplemente inicie sesión y comience a informar, en cualquier momento y en todas partes. Su nariz es de hecho el mejor sensor de olores disponible. Los mapas de olores resultantes están abiertos a consulta pública y podrían utilizarse para demostrar el problema y solicitar acciones a las partes interesadas, con el fin de eliminar o reducir significativamente las molestias, mejorando así su calidad de vida. El proyecto se está desarrollando dentro del marco de MYGEOSS, un proyecto europeo de dos años (2015-2016) de la Comisión Europea para desarrollar aplicaciones inteligentes de Internet basadas en GEOSS (Global Earth Observation System of Systems) informando a los ciudadanos europeos sobre los cambios que afectan a su ambiente local. OdourCollect es uno de los 66 ganadores de 15 países europeos de la tercera llamada abierta MYGEOSS para ideas innovadoras. Te necesitamos para el éxito del proyecto! El software Odor Collect se publica bajo GPLv3 (GNU General Public License versión 3) en Github. Los datos son datos abiertos publicados bajo licencia EUPL y disponibles a través de un servicio web y descargables aquí. El Plan de Gestión de Datos para el proyecto está disponible aquí. Y la entrega para MyGeoss sobre el proyecto aquí. También puedes descargar la aplicación del proyecto para informar desde tu dispositivo móvil, aquí tienes la versión de Android.
"
223;"En Torno a la Silla es un proyecto de auto-construcción, y diseño libre de productos de apoyo y elementos de accesibilidad que parte desde la filosofía de la diversidad funcional. Consta de un equipo de trabajo heterogéneo e interdisciplinar que trabaja de forma colaborativa en la reflexión, sensibilización y protesta sobre de las condiciones de inaccesibilidad en nuestra sociedad, la diversidad funcional y las soluciones y formatos de intervención urbana para crear entornos más ??accesibles. Desde 2012 el proyecto se dedica también a la fabricación colectiva (cacharreo colaborativo) de ayudas técnicas y soluciones de diseño libre/abierto pensados desde la diversidad funcional. Para ello organizan encuentros entre productores/as, diseñadores/as y usuarios/as para que puedan trabajar en la co- creación de diseños accesibles (#cacharratón) y para crear redes de apoyo mutuo (#redcacharrera). Además, En Torno a la Silla experimentan con fórmulas de documentación abierta haciendo accesible a través de su sitio web toda la información y el contenido de los encuentros que realizan, tutoriales DIY, manuales de montaje y muestras de uso de los prototipos diseñados.
"
